APRESENTAÇÃO,Quantidade,Unidade,Descrição do item,Unidades,Com Rev
"(0,4 + 0,05) MG/ML XPE CT FR PLAS PET AMB X 120 ML + COP","(0,4 + 0,05)",MG/ML,XPE CT FR PLAS PET AMB  ML + COP,120,
20 MG COM REV LIB RETARD CT BL AL AL X 28,20,MG,LIB RETARD CT BL AL AL ,28,COM REV
40 MG COM REV LIB RETARD CT BL AL AL X 28,40,MG,LIB RETARD CT BL AL AL ,28,COM REV
"0,25 MG + 2,0 MG COM CT BL AL PLAS OPC X 20","0,25",MG,"+ 2,0  COM CT BL AL PLAS OPC ",20,
20 MG CAP DURA CT BL AL PLAS TRANS X 28,20,MG,CAP DURA CT BL AL PLAS TRANS ,28,
7 MG/ML SOL OR CT FR PLAS PET AMB X 100 ML + 1 COP,7,MG/ML,SOL OR CT FR PLAS PET AMB  ML + 1 COP,100,
7 MG/ML SOL OR CT FR PLAS PET AMB X 100 ML + 1 COP (SABOR CEREJA),7,MG/ML,SOL OR CT FR PLAS PET AMB  ML + 1 COP (SABOR CEREJA),100,
60 MG COM REV CT BL AL PLAS PVDC TRANS X 10,60,MG,CT BL AL PLAS PVDC TRANS ,10,COM REV
120 MG COM REV CT BL AL PLAS PVDC TRANS X 10,120,MG,CT BL AL PLAS PVDC TRANS ,10,COM REV
180 MG COM REV CT BL AL PLAS PVDC TRANS X 10,180,MG,CT BL AL PLAS PVDC TRANS ,10,COM REV
500 MG COM REV CT BL AL PLAS PVC TRANS X 3,500,MG,CT BL AL PLAS PVC TRANS ,3,COM REV
500 MG COM REV CT BL AL PLAS PVC TRANS X 5,500,MG,CT BL AL PLAS PVC TRANS ,5,COM REV
500 MG COM REV CT BL AL PLAS PVC TRANS X 450,500,MG,CT BL AL PLAS PVC TRANS ,450,COM REV
"3,0 MG/ML SOL OR CT FR PLAS PET AMB X 60 ML + COP","3,0",MG/ML,SOL OR CT FR PLAS PET AMB  ML + COP,60,
15 MG COM CT BL AL PLAS PVC TRANS X 10,15,MG,COM CT BL AL PLAS PVC TRANS ,10,
50 MG CAP GEL DURA CT BL AL PLAS AMB X 10,50,MG,CAP GEL DURA CT BL AL PLAS AMB ,10,
25 MG COM CT BL AL PLAS PVC TRANS X 30,25,MG,COM CT BL AL PLAS PVC TRANS ,30,
50 MG COM CT BL AL PLAS PVC TRANS X 20,50,MG,COM CT BL AL PLAS PVC TRANS ,20,
25 MG COM CT BL AL PLAS PVC TRANS X 500,25,MG,COM CT BL AL PLAS PVC TRANS ,500,
50 MG COM REV CT BL AL PLAS PVC TRANS X 1,50,MG,CT BL AL PLAS PVC TRANS ,1,COM REV
50 MG COM REV CT BL AL PLAS PVC TRANS X 4,50,MG,CT BL AL PLAS PVC TRANS ,4,COM REV
100 MG COM REV CT STR AL X 12,100,MG,CT STR AL ,12,COM REV
100 MG COM REV CT BL AL AL X 12,100,MG,CT BL AL AL ,12,COM REV
20 MG CAP DURA LIB RETARD CT BL AL PVC TRANS X 28,20,MG,CAP DURA LIB RETARD CT BL AL PVC TRANS ,28,
20 MG CAP DURA LIB RETARD CT BL AL PVC TRANS X 56,20,MG,CAP DURA LIB RETARD CT BL AL PVC TRANS ,56,
2 MG COM CT BL AL PLAS PVDC TRANS X 30,2,MG,COM CT BL AL PLAS PVDC TRANS ,30,
4 MG COM CT BL AL PLAS PVDC TRANS X 30,4,MG,COM CT BL AL PLAS PVDC TRANS ,30,
70 MG COM CT ENV AL E POLIET X 4,70,MG,COM CT ENV AL E POLIET ,4,
50 MG COM REV CT BL AL PLAS PVDC OPC X 30,50,MG,CT BL AL PLAS PVDC OPC ,30,COM REV
"(1,0 + 12,0) MG/ML XPE CT FR VD AMB X 60 ML + COP","(1,0 + 12,0)",MG/ML,XPE CT FR VD AMB  ML + COP,60,
100.000 UI/G + 200 MG/G POM DERM CT BG PLAS PE AL OPC X 60 G,100.000,UI/G,+ 200 MG/G POM DERM CT BG PLAS PE AL OPC  G,60,
5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,5,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,30,COM REV
20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 1,20,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,1,COM REV
20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 2,20,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,2,COM REV
20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 4,20,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,4,COM REV
10 MG COM REV CT BL AL AL X 30,10,MG,CT BL AL AL ,30,COM REV
10 MG COM REV CT BL AL AL X 90,10,MG,CT BL AL AL ,90,COM REV
20 MG COM REV CT BL AL AL X 30,20,MG,CT BL AL AL ,30,COM REV
20 MG COM REV CT BL AL AL X 90,20,MG,CT BL AL AL ,90,COM REV
50 MG COM REV CT BL AL PLAS TRANS X 20,50,MG,CT BL AL PLAS TRANS ,20,COM REV
200 MG/ML SOL CT FR GOT PLAS OPC X 15 ML,200,MG/ML,SOL CT FR GOT PLAS OPC  ML,15,
1 MG COM REV CT BL AL AL X 30,1,MG,CT BL AL AL ,30,COM REV
5 MG COM REV CT BL AL AL X 30,5,MG,CT BL AL AL ,30,COM REV
100 MG COM CT BL AL PLAS PVC TRANS X 30,100,MG,COM CT BL AL PLAS PVC TRANS ,30,
25 MG COM CT BL AL PLAS PVC TRANS X 30,25,MG,COM CT BL AL PLAS PVC TRANS ,30,
300 MG COM REV CT BL AL PLAS PVC AMB X 30 ,300,MG,CT BL AL PLAS PVC AMB ,30,COM REV
750 MG COM CT BL AL PLAS AMB X 20,750,MG,COM CT BL AL PLAS AMB ,20,
100 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML,100,MG/ML,SUS OR CT FR GOT PLAS OPC  ML,20,
80 MG COM REV CT STR AL X 30,80,MG,CT STR AL ,30,COM REV
160 MG COM REV CT STR AL X 30,160,MG,CT STR AL ,30,COM REV
320 MG COM REV CT STR AL X 30,320,MG,CT STR AL ,30,COM REV
10 MG COM CT BL AL PLAS PVC TRANS X 12,10,MG,COM CT BL AL PLAS PVC TRANS ,12,
"(50+12,5) MG COM REV CT BL AL PLAS PVC/PE/PVDC OPC X 30","(50+12,5)",MG,CT BL AL PLAS PVC/PE/PVDC OPC ,30,COM REV
450 MG + 50 MG COM REV CT BL AL PLAS PVC TRANS X 30,450,MG,+ 50   CT BL AL PLAS PVC TRANS ,30,COM REV
450 MG + 50 MG COM REV CT BL AL PLAS PVC TRANS X 60,450,MG,+ 50   CT BL AL PLAS PVC TRANS ,60,COM REV
5 MG/G + 250 UI/G POM DERM CT BG AL X 15 G,5,MG/G,+ 20 UI/G POM DERM CT BG AL  G,15,
"(20,0 + 0,64 + 2,5) MG / G CREM DERM CT BG AL X 30 G","(20,0 + 0,64 + 2,5)",MG,/ G CREM DERM CT BG AL  G,30,
7000 UI CAP MOLE CT BL AL PLAS TRANS X 4,7000,UI,CAP MOLE CT BL AL PLAS TRANS ,4,
7000 UI CAP MOLE CT BL AL PLAS TRANS X 8,7000,UI,CAP MOLE CT BL AL PLAS TRANS ,8,
50000 UI CAP MOLE CT BL AL PLAS TRANS X 4,50000,UI,CAP MOLE CT BL AL PLAS TRANS ,4,
50000 UI CAP MOLE CT BL AL PLAS TRANS X 8,50000,UI,CAP MOLE CT BL AL PLAS TRANS ,8,
7000 UI COM REV CT BL AL PLAS TRANS X 4,7000,UI,CT BL AL PLAS TRANS ,4,COM REV
7000 UI COM REV CT BL AL PLAS TRANS X 8,7000,UI,CT BL AL PLAS TRANS ,8,COM REV
50000 UI COM REV CT BL AL PLAS TRANS X 4,50000,UI,CT BL AL PLAS TRANS ,4,COM REV
50000 UI COM REV CT BL AL PLAS TRANS X 8,50000,UI,CT BL AL PLAS TRANS ,8,COM REV
20 MG COM REV CT BL AL PVC/PVDC OPC X 30,20,MG,CT BL AL PVC/PVDC OPC ,30,COM REV
300 MG CAP DURA CT BL AL AL X 30,300,MG,CAP DURA CT BL AL AL ,30,
15 MG COM ORODISP CT BL AL/AL X 30,15,MG,COM ORODISP CT BL AL/AL ,30,
30 MG COM ORODISP CT BL AL/AL X 30,30,MG,COM ORODISP CT BL AL/AL X,30,
"6,25 MG COM CT BL AL AL X 30","6,25",MG,COM CT BL AL AL ,30,
"12,5 MG COM CT BL AL AL X 30","12,5",MG,COM CT BL AL AL ,30,
25 MG COM CT BL AL AL X 30,25,MG,COM CT BL AL AL ,30,
10 MG COM CT BL AL PLAS PVC TRANS X 12,10,MG,COM CT BL AL PLAS PVC TRANS ,12,
10 MG COM CT BL AL PLAS PVC TRANS X 360,10,MG,COM CT BL AL PLAS PVC TRANS ,360,
1 MG/ML XPE CT FR PLAS PET AMB X 100 ML + COP,1,MG/ML,XPE CT FR PLAS PET AMB  ML + COP,100,
1 MG/ML XPE CX 50 FR PLAS PET AMB X 100 ML + 50 COP,1,MG/ML,XPE C FR PLAS PET AMB  ML + 50 COP,50,
"1,5 MG COM CT BL AL PLAS PVC TRANS X 1","1,5",MG,COM CT BL AL PLAS PVC TRANS ,1,
"(1,0 + 12,0) MG/ML XPE CT FR VD AMB X 60 ML + COP","(1,0 + 12,0)",MG/ML,XPE CT FR VD AMB  ML + COP,60,
100.000 UI/G + 200 MG/G POM DERM CT BG PLAS PE AL OPC X 60 G,100.000,UI/G,+ 200 MG/G POM DERM CT BG PLAS PE AL OPC  G,60,
4 MG/ML SOL GOT OR CT FR GOT PLAS PEAD OPC X 20 ML,4,MG/ML,SOL GOT OR CT FR GOT PLAS PEAD OPC  ML,20,
7000 UI COM REV CT BL AL PLAS TRANS PVDC X 4,7000,UI,CT BL AL PLAS TRANS PVDC ,4,COM REV
7000 UI COM REV CT BL AL PLAS TRANS PVDC X 8,7000,UI,CT BL AL PLAS TRANS PVDC ,8,COM REV
50000 UI COM REV CT BL AL PLAS TRANS PVDC X 4,50000,UI,CT BL AL PLAS TRANS PVDC ,4,COM REV
50000 UI COM REV CT BL AL PLAS TRANS PVDC X 8,50000,UI,CT BL AL PLAS TRANS PVDC ,8,COM REV
10 MG COM CT BL AL PLAS PVC TRANS X 30,10,MG,COM CT BL AL PLAS PVC TRANS ,30,
10 MG COM CT BL AL PLAS PVC TRANS X 60,10,MG,COM CT BL AL PLAS PVC TRANS ,60,
40 MG COM CT BL AL PLAS TRANS X 20 ,40,MG,COM CT BL AL PLAS TRANS ,20,
40 MG COM CT BL AL PLAS TRANS X 30,40,MG,COM CT BL AL PLAS TRANS ,30,
10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,10,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,30,COM REV
15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,15,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,30,COM REV
20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,20,MG,CT BL AL PLAS PVC/PE/PVDC TRANS ,30,COM REV
25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,25,MG,CT BL AL PLAS PVC/PVDC OPC ,30,COM REV
"(400,0 + 4,0 + 4,0) MG CAP DURA CT BL AL PLAS PVC TRANS X 10","(400,0 + 4,0 + 4,0)",MG,CAP DURA CT BL AL PLAS PVC TRANS ,10,
"(400,0 + 4,0 + 4,0) MG CAP DURA CT BL AL PLAS PVC TRANS X 20","(400,0 + 4,0 + 4,0)",MG,CAP DURA CT BL AL PLAS PVC TRANS ,20,
"(400,0 + 4,0 + 4,0) MG CAP DURA CT BL AL PLAS PVC TRANS X 100","(400,0 + 4,0 + 4,0)",MG,CAP DURA CT BL AL PLAS PVC TRANS ,100,
10 MG COM REV CT BL AL AL X 30,10,MG,CT BL AL AL ,30,COM REV
20 MG COM REV CT BL AL AL X 30,20,MG,CT BL AL AL ,30,COM REV
40 MG COM REV CT BL AL AL X 30,40,MG,CT BL AL AL ,30,COM REV
15 MG COM REV CT BL AL PLAS PVC TRANS X 30,15,MG,CT BL AL PLAS PVC TRANS ,30,COM REV
20 MG COM REV CT BL AL PLAS PVC TRANS X 30,20,MG,CT BL AL PLAS PVC TRANS ,30,COM REV
400 MG CAP MOLE CT BL AL PLAS PVC/PE/PVDC TRANS X 10,400,MG,CAP MOLE CT BL AL PLAS PVC/PE/PVDC TRANS ,10,
20 MG COM REV LIB RETARD  CT BL AL AL X 28,20,MG,LIB RETARD  CT BL AL AL ,28,COM REV
40 MG COM REV LIB RETARD  CT BL AL AL X 28,40,MG,LIB RETARD  CT BL AL AL ,28,COM REV
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,75,MG,CAP DURA CT BL AL PLAS PVC/PVDC TRANS ,30,
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,150,MG,CAP DURA CT BL AL PLAS PVC/PVDC TRANS ,30,
25 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,25,MG,LIB PROL CT BL AL PLAS TRANS ,30,COM REV
50 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,50,MG,LIB PROL CT BL AL PLAS TRANS ,30,COM REV
100 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,100,MG,LIB PROL CT BL AL PLAS TRANS ,30,COM REV
400 MG CAP MOLE CT BL AL PLAS PVC/PE/PVDC TRANS X 10,400,MG,CAP MOLE CT BL AL PLAS PVC/PE/PVDC TRANS ,10,
100 MG/ML SUS OR CT FR GOT PLAS OPC X 20 ML,100,MG/ML,SUS OR CT FR GOT PLAS OPC  ML,20,
2 MG COM REV CT BL AL PLAS PVC/PVDC/PVC OPC X 20,2,MG,CT BL AL PLAS PVC/PVDC/PVC OPC ,20,COM REV
"13,33 MG/ML XPE CT FR PLAS PET TRANS X 120 ML + COP (SBR MEL) ","13,33",MG/ML,XPE CT FR PLAS PET TRANS  ML + COP (SBR MEL),120,
1 MG/G PAST CT BG AL X 10,1,MG/G,PAST CT BG AL ,10,
2 MG COM REV CT BL AL PLAS PVC/PVDC/PVC OPC X 20,2,MG,CT BL AL PLAS PVC/PVDC/PVC OPC ,20,COM REV
1 G COM CT BL AL PLAS PVC/PE/PVDC OPC X 10,1,G,COM CT BL AL PLAS PVC/PE/PVDC OPC ,10,
1 G COM CT BL AL PLAS PVC/PE/PVDC OPC X 10,1,G,COM CT BL AL PLAS PVC/PE/PVDC OPC ,10,
200 MG/ML SOL ORAL CT FR PLAS OPC GOT X 15 ML ,200,MG/ML,SOL ORAL CT FR PLAS OPC GOT  ML,15,
"13,333 MG/ML XPE CT FR PLAS TRANS X 120 ML + COP","13,333",MG/ML,XPE CT FR PLAS TRANS  ML + COP,120,
(10 + 50 + 100) MG/ML SOL OR CT 50 FLAC X 10 ML (EMB MULT),(10 + 50 + 100),MG/ML,SOL OR CT 50 FLAC  ML (EMB MULT),10,
1G COM EFEV EST TB PLAS X 30 (SABOR LARANJA),1G,COM,EFEV EST TB PLAS  (SABOR LARANJA),30,
350 MG CAP GEL DURA CT BL AL PLAS INC X 45 ,350,MG,CAP GEL DURA CT BL AL PLAS INC ,45,
350 MG CAP GEL DURA CT BL AL PLAS INC X 100,350,MG,CAP GEL DURA CT BL AL PLAS INC ,100,
"(3,0 + 0,05 + 0,8) MG/ML SOL OR CT FR PLAS AMB X 500 ML + COP","(3,0 + 0,05 + 0,8)",MG/ML,SOL OR CT FR PLAS AMB  ML + COP,500,
1389 MG + 200 UI COM REV CT FR PLAS OPC X 60,1389,MG,+ 200 UI  CT FR PLAS OPC ,60,COM REV
100 MG CAP DURA CT BL AL PLAS TRANS X 30,100,MG,CAP DURA CT BL AL PLAS TRANS ,30,
80 MG CAP GEL DURA CT BL AL PLAS INC X 45 ,80,MG,CAP GEL DURA CT BL AL PLAS INC ,45,
80 MG CAP GEL DURA CT BL AL PLAS INC X 30,80,MG,CAP GEL DURA CT BL AL PLAS INC ,30,
350 MG CAP DURA CT  BL AL PLAS TRANS X 100,350,MG,CAP DURA CT  BL AL PLAS TRANS ,100,
350 MG CAP DURA CT  BL AL PLAS TRANS X 20,350,MG,CAP DURA CT  BL AL PLAS TRANS ,20,
380 MG CAP GEL DURA CT BL AL PLAS TRANS X 45,380,MG,CAP GEL DURA CT BL AL PLAS TRANS ,45,
20MG /G XAMP CT FR PLAS OPC X 100 ML,20MG,/G,XAMP CT FR PLAS OPC  ML,100,
5 MG/ML SOL INJ CT 5 AMP VD AMB X 2 ML,5,MG/ML,SOL INJ CT  AMP VD AMB  ML,2,
5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML,5,MG/ML,SOL INJ CT 0 AMP VD AMB  ML,2,
5 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP),5,MG/ML,SOL INJ CT 0 AMP VD AMB  ML (EMB HOSP),2,
1250 MG COM  MAST CT BL AL PLAS TRANS X 1020 (EMB HOSP),1250,MG,COM  MAST CT BL AL PLAS TRANS  (EMB HOSP),1020,
750 MG COM CT 50 BL PVC X 4,750,MG,COM CT 50 BL PVC ,4,
500 MG COM REV CT  BL AL PLAS TRANS X 30,500,MG,CT  BL AL PLAS TRANS ,30,COM REV
500 MG COM REV CT  BL AL PLAS TRANS X 500,500,MG,CT  BL AL PLAS TRANS X,500,COM REV
250 MG COM REV CT BL AL PLAS TRANS X 500 ,250,MG,CT BL AL PLAS TRANS ,500,COM REV
250 MG COM REV CT BL AL PLAS TRANS X 30,250,MG,CT BL AL PLAS TRANS ,30,COM REV
150 MG COM REV CT STR AL X 500 (EMB HOSP) ,150,MG,CT STR AL  (EMB HOSP),500,COM REV
300 MG COM REV CT STR AL X 500 (EMB HOSP) ,300,MG,CT STR AL  (EMB HOSP),500,COM REV
300 MG COM REV CT BL AL PLAS TRANS X 1000,300,MG,CT BL AL PLAS TRANS ,1000,COM REV
"0,10 MG/ML SOL INJ CT 5 AMP VD TRANS X 1 ML","0,10",MG/ML,SOL INJ CT 5 AMP VD TRANS  ML,1,
40 MG PÓ LIOF SOL INJ IV CT FA VD TRANS,40,MG,PÓ LIOF SOL INJ IV CT FA VD TRANS,,
50 MG/ML SOL INJ CT 5 AMP VD TRANS X 1 ML ,50,MG/ML,SOL INJ CT 5 AMP VD TRANS  ML,1,
50 MG/ML SOL INJ CT 5 AMP VD TRANS X 2 ML,50,MG/ML,SOL INJ CT 5 AMP VD TRANS  ML,2,
200 MG PÓ LIOF INJ CT FA VD INC X 10 ML  ,200,MG,PÓ LIOF INJ CT FA VD INC  ML,10,
1G PÓ LIOF INJ CT FA VD INC X 50 ML ,1G,PÓ,LIOF INJ CT FA VD INC  ML,50,
40 MG PÓ LIOF SOL INJ CT 10 FA VD TRANS ,40,MG,PÓ LIOF SOL INJ CT 10 FA VD TRANS,,
40 MG PO LIOF SOL INJ CT FA VD TRANS ,40,MG,PO LIOF SOL INJ CT FA VD TRANS,,
10 MG COM REV CT BL AL PLAS TRANS X 28,10,MG,CT BL AL PLAS TRANS ,28,COM REV
20 MG COM REV CT BL AL PLAS TRANS X 28,20,MG,CT BL AL PLAS TRANS ,28,COM REV
50 MG COM REV CT BL AL PLAS TRANS X 28 ,50,MG,CT BL AL PLAS TRANS ,28,COM REV
4 MG PO LIOF SOL INFUS IV CT FA VD TRANS,4,MG,PO LIOF SOL INFUS IV CT FA VD TRANS,,
4 MG PÓ LIOF SOL INJ CT FA VD TRANS ,4,MG,PÓ LIOF SOL INJ CT FA VD TRANS,,
5 MG COM REV CT BL AL PLAS TRANS X 7,5,MG,CT BL AL PLAS TRANS ,7,COM REV
10 MG COM REV CT BL AL PLAS TRANS X 7,10,MG,CT BL AL PLAS TRANS ,7,COM REV
5 MG COM REV CT BL AL PLAS TRANS X 10,5,MG,CT BL AL PLAS TRANS ,10,COM REV
10 MG COM REV CT BL AL PLAS TRANS X 10,10,MG,CT BL AL PLAS TRANS X,10,COM REV
5 MG COM REV CT BL AL PLAS TRANS X 30,5,MG,CT BL AL PLAS TRANS ,30,COM REV
10 MG COM REV CT BL AL PLAS TRANS X 30,10,MG,CT BL AL PLAS TRANS ,30,COM REV
"37,5 MG COM LIB PROL CT BL AL AL X 30","37,5",MG,COM LIB PROL CT BL AL AL ,30,
75 MG COM LIB PROL CT BL AL AL X 30,75,MG,COM LIB PROL CT BL AL AL ,30,
150 MG COM LIB PROL CT BL AL AL X 30,150,MG,COM LIB PROL CT BL AL AL ,30,
"37,5 MG COM LIB PROL CT BL AL AL X 10","37,5",MG,COM LIB PROL CT BL AL AL ,10,
75 MG COM LIB PROL CT BL AL AL X 10,75,MG,COM LIB PROL CT BL AL AL ,10,
150 MG COM LIB PROL CT BL AL AL X 10,150,MG,COM LIB PROL CT BL AL AL ,10,
"0,5 MG COM CT BL AL PVC X 30","0,5",MG,COM CT BL AL PVC ,30,
"0,5 MG COM CT BL AL PVC X 500 ( EMB HOSP )","0,5",MG,COM CT BL AL PVC  ( EMB HOSP ),500,
"2,0 MG COM CT BL AL PVC X 30","2,0",MG,COM CT BL AL PVC ,30,
"2,0 MG COM CT BL AL PVC X 500 ( EMB HOSP )","2,0",MG,COM CT BL AL PVC  ( EMB HOSP ),500,
20 MG CAP DURA CT FR VD AMB X 5,20,MG,CAP DURA CT FR VD AMB ,5,
100 MG CAP DURA CT FR VD AMB X 5 ,100,MG,CAP DURA CT FR VD AMB ,5,
140 MG CAP DURA CT FR VD AMB X 5,140,MG,CAP DURA CT FR VD AMB ,5,
250 MG CAP DURA CT FR VD AMB X 5,250,MG,CAP DURA CT FR VD AMB ,5,
5 MG CAP DURA CT FR VD AMB X 5,5,MG,CAP DURA CT FR VD AMB X,5,
150 MG COM REV CT BL AL PVC OPC X 120,150,MG,CT BL AL PVC OPC ,120,COM REV
500 MG COM REV CT BL AL PVC OPC X 120,500,MG,CT BL AL PVC OPC ,120,COM REV
"0,5 MG/ML SOL OCU CT FR PLAS GOT X 5ML","0,5",MG/ML,SOL OCU CT FR PLAS GOT ML,5,
20 MG CAP DURA CT FR VD AMB X 5,20,MG,CAP DURA CT FR VD AMB ,5,
100 MG CAP DURA CT FR VD AMB X 5,100,MG,CAP DURA CT FR VD AMB ,5,
140 MG CAP DURA CT FR VD AMB X 5,140,MG,CAP DURA CT FR VD AMB ,5,
250 MG CAP DURA CT FR VD AMB X 5,250,MG,CAP DURA CT FR VD AMB ,5,
500 MG COM REV CT BL AL PVC OPC X 120,500,MG,CT BL AL PVC OPC ,120,COM REV
10 MG COM REV CT BL AL AL X 28,10,MG,CT BL AL AL ,28,COM REV
15 MG COM REV CT BL AL AL X 28,15,MG,CT BL AL AL ,28,COM REV
20 MG COM REV CT BL AL AL X 28,20,MG,CT BL AL AL ,28,COM REV
10 MG COM REV CT BL AL AL X 7,10,MG,CT BL AL AL ,7,COM REV
15 MG COM REV CT BL AL AL X 7,15,MG,CT BL AL AL ,7,COM REV
20 MG COM REV CT BL AL AL X 7,20,MG,CT BL AL AL ,7,COM REV
25 MG COM SUS BL AL PLAS TRANS X 30,25,MG,COM SUS BL AL PLAS TRANS ,30,
50 MG COM SUS BL AL PLAS TRANS X 30,50,MG,COM SUS BL AL PLAS TRANS ,30,
100 MG COM SUS BL AL PLAS TRANS X 30,100,MG,COM SUS BL AL PLAS TRANS ,30,
25 MG COM SUS BL AL PLAS TRANS X 7,25,MG,COM SUS BL AL PLAS TRANS ,7,
25 MG COM SUS BL AL PLAS TRANS X 10,25,MG,COM SUS BL AL PLAS TRANS ,10,
50 MG COM SUS BL AL PLAS TRANS X 7,50,MG,COM SUS BL AL PLAS TRANS ,7,
50 MG COM SUS BL AL PLAS TRANS X 10,50,MG,COM SUS BL AL PLAS TRANS ,10,
100 MG COM SUS BL AL PLAS TRANS X 7,100,MG,COM SUS BL AL PLAS TRANS ,7,
100 MG COM SUS BL AL PLAS TRANS X 10,100,MG,COM SUS BL AL PLAS TRANS ,10,
25 MG COM SUS BL AL PLAS TRANS X 30,25,MG,COM SUS BL AL PLAS TRANS ,30,
50 MG COM SUS BL AL PLAS TRANS X 30,50,MG,COM SUS BL AL PLAS TRANS ,30,
100 MG COM SUS BL AL PLAS TRANS X 30,100,MG,COM SUS BL AL PLAS TRANS ,30,
"0,25 MG COM CT BL AL/AL X 10","0,25",MG,COM CT BL AL/AL ,10,
"1,0 MG COM CT BL AL/AL X 10","1,0",MG,COM CT BL AL/AL ,10,
40 MG/ML PÓ LIOF INJ CT FA VD INC,40,MG/ML,PÓ LIOF INJ CT FA VD INC,,
40 MG/ML PÓ LIOF INJ CT X 5 FA VD INC ,40,MG/ML,PÓ LIOF INJ CT  FA VD INC,5,
40 MG/ML PÓ LIOF INJ CT  X 25 FA VD INC ,40,MG/ML,PÓ LIOF INJ CT   FA VD INC,25,
40 MG/ML PÓ LIOF INJ CT X 50 FA VD INC ,40,MG/ML,PÓ LIOF INJ CT  FA VD INC,50,
10 MG COM REV CT BL AL/AL X 28,10,MG,CT BL AL/AL ,28,COM REV
15 MG COM REV CT BL AL AL X 28,15,MG,CT BL AL AL ,28,COM REV
15 MG COM REV CT BL AL AL X 30,15,MG,CT BL AL AL ,30,COM REV
20 MG COM REV CT BL AL AL X 28,20,MG,CT BL AL AL ,28,COM REV
20 MG COM REV CT BL AL AL X 30,20,MG,CT BL AL AL ,30,COM REV
10 MG COM REV CT BL AL/AL X 7,10,MG,CT BL AL/AL ,7,COM REV
15 MG COM REV CT BL AL AL X 7,15,MG,CT BL AL AL ,7,COM REV
20 MG COM REV CT BL AL AL X 7,20,MG,CT BL AL AL ,7,COM REV
10 MG COM REV CT BL AL/AL X 10,10,MG,CT BL AL/AL X,10,COM REV
10 MG COM REV CT BL AL/AL X 30,10,MG,CT BL AL/AL ,30,COM REV
15 MG COM REV CT BL AL AL X 10,15,MG,CT BL AL AL ,10,COM REV
20 MG COM REV CT BL AL AL X 10,20,MG,CT BL AL AL ,10,COM REV
25 MG COM CT BL AL PLAS INC X 30 ,25,MG,COM CT BL AL PLAS INC ,30,
25 MG COM CT BL AL PLAS INC X 60,25,MG,COM CT BL AL PLAS INC ,60,
50 MG COM CT BL AL PLAS INC X 30  ,50,MG,COM CT BL AL PLAS INC ,30,
50 MG COM CT BL AL PLAS INC X 60,50,MG,COM CT BL AL PLAS INC ,60,
100 MG COM CT BL AL PLAS INC X 30  ,100,MG,COM CT BL AL PLAS INC ,30,
100 MG COM CT BL AL PLAS INC X 60,100,MG,COM CT BL AL PLAS INC ,60,
2 MG/ML SOL INJ INFUS IV CX 10 ENV PLAS OPC X BOLS PLAS TRANS X 300 ML,2,MG/ML,SOL INJ INFUS IV C ENV PLAS OPC X BOLS PLAS TRANS  ML,10,
"1,60 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 250ML","1,60",MG/ML,SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH ML,250,
5 MG COM REV CT BL AL PLAS OPC X 7,5,MG,CT BL AL PLAS OPC ,7,COM REV
5 MG COM REV CT BL AL PLAS OPC X 10,5,MG,CT BL AL PLAS OPC ,10,COM REV
5 MG COM REV CT BL AL PLAS OPC X 14,5,MG,CT BL AL PLAS OPC ,14,COM REV
5 MG COM REV CT BL AL PLAS OPC X 21,5,MG,CT BL AL PLAS OPC ,21,COM REV
"2,5 MG COM REV CT BL AL PLAS TRANS X 28","2,5",MG,CT BL AL PLAS TRANS ,28,COM REV
75 MG CAP DURA CT BL AL PLAS TRANS X 14,75,MG,CAP DURA CT BL AL PLAS TRANS ,14,
75 MG CAP DURA CT BL AL PLAS TRANS X 28,75,MG,CAP DURA CT BL AL PLAS TRANS ,28,
75 MG CAP DURA CT BL AL PLAS TRANS X 56,75,MG,CAP DURA CT BL AL PLAS TRANS ,56,
