APRESENTAÇÃO,Quantidade,Tipo de Produto,Detalhes da Embalagem,Unidades
60 MG COM REV CT BL AL PLAS PVC TRANS X 28,60 MG,COM REV CT BL AL PLAS PVC TRANS X 28,,
60 MG COM REV CT BL AL PLAS PVC TRANS X 30,60 MG,COM REV CT BL AL PLAS PVC TRANS X 30,,
"3,5 MG PÓ LIOF SOL INJ CT FA VD TRANS","3,5 MG",PÓ LIOF SOL INJ CT FA VD TRANS,,
250 MG COM REV CT FR PLAS PEAD OPC X 30,250 MG,COM REV CT FR PLAS PEAD OPC X 30,,
250 MG COM REV CT FR PLAS PEAD OPC X 60,250 MG,COM REV CT FR PLAS PEAD OPC X 60,,
250 MG COM REV CT FR PLAS PEAD OPC X 120,250 MG,COM REV CT FR PLAS PEAD OPC X 120,,
50 MG/ML SOL INJ IM CT SER PREENC VD TRANS X 5 ML + AGU,50 MG,,/ML SOL INJ IM CT SER PREENC VD TRANS  ML + AGU,X 5
50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS X 5 ML + 2 AGU,50 MG,,/ML SOL INJ IM CT 2 SER PREENC VD TRANS  ML + 2 AGU,X 5
25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10,25 MG,COM REV CT BL AL PLAS PVC,/PVDC OPC,X 10
25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,25 MG,COM REV CT BL AL PLAS PVC,/PVDC OPC,X 30
100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10,100 MG,COM REV CT BL AL PLAS PVC,/PVDC OPC,X 10
100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,100 MG,COM REV CT BL AL PLAS PVC,/PVDC OPC,X 30
200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 10,200 MG,COM REV CT BL AL PLAS PVC,/PVDC OPC,X 10
200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,200 MG,COM REV CT BL AL PLAS PVC,/PVDC OPC,X 30
30 MG CAP DURA LIB RETARD CT BL AL/AL X 30,30 MG,CAP DURA LIB RETARD CT BL AL,/AL,X 30
60 MG CAP DURA LIB RETARD CT BL AL/AL X 30,60 MG,CAP DURA LIB RETARD CT BL AL,/AL,X 30
30 MG CAP DURA LIB RETARD CT FR PLAS PEAD OPC X 30,30 MG,CAP DURA LIB RETARD CT FR PLAS PEAD OPC X 30,,
60 MG CAP DURA LIB RETARD CT FR PLAS PEAD OPC X 30,60 MG,CAP DURA LIB RETARD CT FR PLAS PEAD OPC X 30,,
250 MG COM REV CT FR PLAS PEAD OPC X 120,250 MG,COM REV CT FR PLAS PEAD OPC X 120,,
50 MG/ML SOL INJ IM CT SER PREENC VD TRANS X 5 ML + AGU,50 MG,,/ML SOL INJ IM CT SER PREENC VD TRANS  ML + AGU,X 5
50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS X 5 ML + 2 AGU,50 MG,,/ML SOL INJ IM CT 2 SER PREENC VD TRANS  ML + 2 AGU,X 5
"2,5 MG COM REV CT BL AL PLAS TRANS X 30","2,5 MG",COM REV CT BL AL PLAS TRANS X 30,,
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 5,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 5
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 10
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 30
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 100,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 100
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 7
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 14
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 28
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 42,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 42
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 98
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 7
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 14
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 28
20 MG COM REV CT BL AL  PLAS PVC/PVDC TRANS X 42,20 MG,COM REV CT BL AL  PLAS PVC,/PVDC TRANS,X 42
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 98
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 30
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 30
500 MG PO LIOF SOL INJ IV CT FA VD TRANS,500 MG,PO LIOF SOL INJ IV CT FA VD TRANS,,
500 MG PO LIOF SOL INJ IV CT 5 FA VD TRANS,500 MG,PO LIOF SOL INJ IV CT 5 FA VD TRANS,,
25 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,25 MG,COM REV LIB PROL CT BL AL PLAS TRANS X 30,,
25 MG COM REV LIB PROL CT BL AL PLAS TRANS X 60,25 MG,COM REV LIB PROL CT BL AL PLAS TRANS X 60,,
50 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,50 MG,COM REV LIB PROL CT BL AL PLAS TRANS X 30,,
50 MG COM REV LIB PROL CT BL AL PLAS TRANS X 60,50 MG,COM REV LIB PROL CT BL AL PLAS TRANS X 60,,
100 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,100 MG,COM REV LIB PROL CT BL AL PLAS TRANS X 30,,
100 MG COM REV LIB PROL CT BL AL PLAS TRANS X 60,100 MG,COM REV LIB PROL CT BL AL PLAS TRANS X 60,,
2 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 300 ML,2 MG,,/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH  ML,X 300
500 MG PO LIOF SOL INJ CT FA VD TRANS,500 MG,PO LIOF SOL INJ CT FA VD TRANS,,
500 MG PO LIOF SOL INJ CT 5 FA VD TRANS,500 MG,PO LIOF SOL INJ CT 5 FA VD TRANS,,
150 MG PO LIOF SOL INJ IV CT FA VD TRANS X 5 ML,150 MG,PO LIOF SOL INJ IV CT FA VD TRANS X 5 ML,,
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 5,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 5
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 10
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 30
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 100,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 100
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 7
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 14
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 28
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 42,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 42
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 98
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 7
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 14
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 28
20 MG COM REV CT BL AL  PLAS PVC/PVDC TRANS X 42,20 MG,COM REV CT BL AL  PLAS PVC,/PVDC TRANS,X 42
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 98
2 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 300 ML,2 MG,,/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH  ML,X 300
100 MG PO LIOF SUS INJ SC CT FA VD TRANS,100 MG,PO LIOF SUS INJ SC CT FA VD TRANS,,
150 MG PO LIOF SOL INJ IV CT FA VD TRANS X 5 ML,150 MG,PO LIOF SOL INJ IV CT FA VD TRANS X 5 ML,,
150 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS X 5 ML,150 MG,PO LIOF SOL INJ IV CT 10 FA VD TRANS X 5 ML,,
600 MG COM REV CT BL AL AL X 10,600 MG,COM REV CT BL AL AL X 10,,
600 MG COM REV CT BL AL AL X 28,600 MG,COM REV CT BL AL AL X 28,,
450 MG COM REV CT FR PLAS PEAD OPC X 60,450 MG,COM REV CT FR PLAS PEAD OPC X 60,,
100 MG PO LIOF SOL INJ IV CT FA VD TRANS,100 MG,PO LIOF SOL INJ IV CT FA VD TRANS,,
500 MG PO LIOF SOL INJ IV CT FA VD TRANS,500 MG,PO LIOF SOL INJ IV CT FA VD TRANS,,
450 MG COM REV CT FR PLAS PEAD OPC X 60,450 MG,COM REV CT FR PLAS PEAD OPC X 60,,
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 14,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 14
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 28,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 28
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 14,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 14
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 28,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 28
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 30
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 30
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 20,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 20
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 20,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 20
"5,0 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 10","5,0 MG",COM REV CT BL AL PLAS PVC,/PCTFE TRANS,X 10
"5,0 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30","5,0 MG",COM REV CT BL AL PLAS PVC,/PCTFE TRANS,X 30
10 MG COM REV CT BL AL  PLAS PVC/PCTFE TRANS X 10,10 MG,COM REV CT BL AL  PLAS PVC,/PCTFE TRANS,X 10
10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30,10 MG,COM REV CT BL AL PLAS PVC,/PCTFE TRANS,X 30
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 14,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 14
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 28,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 28
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 14,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 14
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 28,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 28
75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 20,75 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 20
150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 20,150 MG,CAP DURA CT BL AL PLAS PVC,/PVDC TRANS,X 20
20 MG COM REV CT BL AL AL X 30,20 MG,COM REV CT BL AL AL X 30,,
20 MG COM REV CT BL AL AL X 60,20 MG,COM REV CT BL AL AL X 60,,
20 MG COM REV CT FR PLAS PEAD OPC X 30,20 MG,COM REV CT FR PLAS PEAD OPC X 30,,
20 MG COM REV CT FR PLAS PEAD OPC X 60,20 MG,COM REV CT FR PLAS PEAD OPC X 60,,
100 MG COM REV CT BL AL AL X 30,100 MG,COM REV CT BL AL AL X 30,,
100 MG COM REV CT BL AL AL X 60,100 MG,COM REV CT BL AL AL X 60,,
100 MG COM REV CT FR PLAS PEAD OPC X 30,100 MG,COM REV CT FR PLAS PEAD OPC X 30,,
100 MG COM REV CT FR PLAS PEAD OPC X 60,100 MG,COM REV CT FR PLAS PEAD OPC X 60,,
100 MG PO LIOF SOL INJ IV CT FA VD AMB + DIL FA VD TRANS X 3 ML,100 MG,PO LIOF SOL INJ IV CT FA VD AMB,+ DIL FA VD TRANS  ML,X 3
100 MG PO LIOF SOL INJ IV CT 5 FA VD AMB + DIL 5 FA VD TRANS X 3 ML,100 MG,PO LIOF SOL INJ IV CT 5 FA VD AMB,+ DIL 5 FA VD TRANS  ML,X 3
100 MG/ML SOL INJ/DIL INFUS IV CT FA VD TRANS X 2 ML,100 MG,,/ML SOL INJ/DIL INFUS IV CT FA VD TRANS  ML,X 2
100 MG/ML SOL INJ/DIL INFUS IV CT 10 FA VD TRANS X 2 ML,100 MG,,/ML SOL INJ/DIL INFUS IV CT 10 FA VD TRANS  ML,X 2
25 MG COM REV CT BL AL PLAS PVC TRANS X 30,25 MG,COM REV CT BL AL PLAS PVC TRANS X 30,,
100 MG COM REV CT BL AL PLAS PVC TRANS X 30,100 MG,COM REV CT BL AL PLAS PVC TRANS X 30,,
150 MG COM REV CT BL AL PLAS PVC TRANS X 30,150 MG,COM REV CT BL AL PLAS PVC TRANS X 30,,
"12,5 MG CAP DURA CT FR PLAS PEAD OPC X 28","12,5 MG",CAP DURA CT FR PLAS PEAD OPC X 28,,
"12,5 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 28","12,5 MG",CAP DURA CT BL AL PLAS PVC,/PCTFE TRANS,X 28
25 MG CAP DURA CT FR PLAS PEAD OPC X 28,25 MG,CAP DURA CT FR PLAS PEAD OPC X 28,,
25 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 28,25 MG,CAP DURA CT BL AL PLAS PVC,/PCTFE TRANS,X 28
50 MG CAP DURA CT FR PLAS PEAD OPC X 28,50 MG,CAP DURA CT FR PLAS PEAD OPC X 28,,
50 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 28,50 MG,CAP DURA CT BL AL PLAS PVC,/PCTFE TRANS,X 28
250 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,250 MG,COM REV CT BL AL PLAS PVC,/PE/PVDC TRANS,X 30
50 MG PO LIOF SOL INFUS IV CT FA VD TRANS,50 MG,PO LIOF SOL INFUS IV CT FA VD TRANS,,
70 MG PO LIOF SOL INFUS IV CT FA VD TRANS,70 MG,PO LIOF SOL INFUS IV CT FA VD TRANS,,
1 G PO SOL INJ CT 50 FA VD TRANS,1 G,PO SOL INJ CT 50 FA VD TRANS,,
1 G PO SOL INJ CT 50 FA VD TRANS,1 G,PO SOL INJ CT 50 FA VD TRANS,,
1G PO SOL INJ CT 50 FA VD TRANS,1G,PO SOL INJ CT 50 FA VD TRANS,,
500 MG COM REV CT 2 BL AL PLAS TRANS X 07,500 MG,COM REV CT 2 BL AL PLAS TRANS X 07,,
500 MG COM REV CT BL AL PVC/PVDC TRANS X 8  ,500 MG,COM REV CT BL AL PVC,/PVDC TRANS,X 8
500 MG COM REV CT BL AL PVC/PVDC TRANS X 10,500 MG,COM REV CT BL AL PVC,/PVDC TRANS,X 10
1 G PÓ P/ SOL INJ  IV CT 50 FA VD TRANS,1 G,PÓ P,/ SOL INJ  IV CT 50 FA VD TRANS,
1 G PO SOL INJ CT 50 FA VD TRANS,1 G,PO SOL INJ CT 50 FA VD TRANS,,
750 MG PÓ SOL INJ CT 25 FA VD TRANS,750 MG,PÓ SOL INJ CT 25 FA VD TRANS,,
750 MG PÓ SOL INJ CT 50 FA VD TRANS,750 MG,PÓ SOL INJ CT 50 FA VD TRANS,,
1 G PO P/ SOL INJ CT  FA VD TRANS X  DIL AMP VD TRANS X 3 ML,1 G,PO P,/ SOL INJ CT  FA VD TRANS X  DIL AMP VD TRANS  ML,X 3
1 G PO P/ SOL INJ CT FA VD TRANS,1 G,PO P,/ SOL INJ CT FA VD TRANS,
2 G PO P/ SOL INJ CT FA VD TRANS,2 G,PO P,/ SOL INJ CT FA VD TRANS,
1 G PO SOL INJ CT FA VD TRANS + BOLS PLAS TRANS SIST FECH X 100 ML,1 G,PO SOL INJ CT FA VD TRANS,+ BOLS PLAS TRANS SIST FECH  ML,X 100
1 G PO SOL INJ CT 10 FA VD TRANS + 10 BOLS PLAS TRANS SIST FECH X 100 ML,1 G,PO SOL INJ CT 10 FA VD TRANS,+ 10 BOLS PLAS TRANS SIST FECH  ML,X 100
2 G PO SOL INJ CT FA VD TRANS + BOLS PLAS TRANS SIST FECH X 100 ML,2 G,PO SOL INJ CT FA VD TRANS,+ BOLS PLAS TRANS SIST FECH  ML,X 100
2 G PO SOL INJ CT 10 FA VD TRANS + 10 BOLS PLAS TRANS SIST FECH X 100 ML,2 G,PO SOL INJ CT 10 FA VD TRANS,+ 10 BOLS PLAS TRANS SIST FECH  ML,X 100
1 G PO P/ SOL INJ CT 50 FA VD TRANS,1 G,PO P,/ SOL INJ CT 50 FA VD TRANS,
2 G PO P/ SOL INJ CT 50 FA VD TRANS,2 G,PO P,/ SOL INJ CT 50 FA VD TRANS,
500 MG COM REV CT BL AL PLAS TRANS X 30,500 MG,COM REV CT BL AL PLAS TRANS X 30,,
850 MG COM REV CT BL AL PLAS TRANS X 30,850 MG,COM REV CT BL AL PLAS TRANS X 30,,
1 G PÓ P/ SOL INJ CT 50 FA VD TRANS,1 G,PÓ P,/ SOL INJ CT 50 FA VD TRANS,
500 MG PÓ P/ SOL INJ CT 50 FA VD TRANS,500 MG,PÓ P,/ SOL INJ CT 50 FA VD TRANS,
20 MG COM REV CT BL AL PVC/PVDC TRANS X 28,20 MG,COM REV CT BL AL PVC,/PVDC TRANS,X 28
500 MG CAP DURA CT BL AL PLAS PVC TRANS X 21,500 MG,CAP DURA CT BL AL PLAS PVC TRANS X 21,,
500 MG CAP DURA CT BL AL PLAS PVC TRANS X 350,500 MG,CAP DURA CT BL AL PLAS PVC TRANS X 350,,
500 MG CAP DURA CT BL AL PLAS PVC TRANS X 350 (EMB FRAC),500 MG,CAP DURA CT BL AL PLAS PVC TRANS X 350,(EMB FRAC),
500 MG CAP GEL DURA CT BL AL PVC/PE/PVDC TRANS X 10,500 MG,CAP GEL DURA CT BL AL PVC,/PE/PVDC TRANS,X 10
500 MG CAP GEL DURA CT BL AL PVC/PE/PVDC TRANS X 100,500 MG,CAP GEL DURA CT BL AL PVC,/PE/PVDC TRANS,X 100
"1G + 0,5G PO P/ SOL INJ CT 20 FA VD TRANS X 30 ML",1G,,"+ 0,5G PO P/ SOL INJ CT 20 FA VD TRANS  ML",X 30
2G + 1G PO P/ SOL INJ CT 20 FA VD TRANS X 30 ML,2G,,+ 1G PO P/ SOL INJ CT 20 FA VD TRANS  ML,X 30
(1000 + 200) MG PO SOL INJ IV CT 10 FA VD TRANS,(1000 + 200) MG,PO SOL INJ IV CT 10 FA VD TRANS,,
"2G + 0,25G PO SOL INJ IV CT 10 FA VD TRANS",2G,,"+ 0,25G PO SOL INJ IV CT 10 FA VD TRANS",
"4G + 0,5G PO SOL INJ IV CT 10 FA VD TRANS",4G,,"+ 0,5G PO SOL INJ IV CT 10 FA VD TRANS",
50 MG COM REV CT BL AL PLAS OPC X 28,50 MG,COM REV CT BL AL PLAS OPC X 28,,
50 MG COM REV CT BL AL PLAS OPC X 280,50 MG,COM REV CT BL AL PLAS OPC X 280,,
50 MG COM REV CT BL AL PLAS OPC X 30,50 MG,COM REV CT BL AL PLAS OPC X 30,,
100 MG COM REV CT BL AL PLAS OPC X 30,100 MG,COM REV CT BL AL PLAS OPC X 30,,
5 MG COM CT BL AL PLAS TRANS X 30,5 MG,COM CT BL AL PLAS TRANS X 30,,
10 MG COM CT BL AL PLAS TRANS X 30,10 MG,COM CT BL AL PLAS TRANS X 30,,
5 MG COM REV CT BL AL PLAS OPC X 10,5 MG,COM REV CT BL AL PLAS OPC X 10,,
5 MG COM REV CT BL AL PLAS OPC X 100,5 MG,COM REV CT BL AL PLAS OPC X 100,,
5 MG COM REV CT BL AL PLAS OPC X 30,5 MG,COM REV CT BL AL PLAS OPC X 30,,
50 MG COM CT BL AL PLAS TRANS X 30,50 MG,COM CT BL AL PLAS TRANS X 30,,
20 MG COM REV CT BL AL PVC/PVDC OPC X 30,20 MG,COM REV CT BL AL PVC,/PVDC OPC,X 30
30 MG COM ORODISP CT BL AL/AL X 10 ,30 MG,COM ORODISP CT BL AL,/AL,X 10
45 MG COM ORODISP CT BL AL/AL X 10,45 MG,COM ORODISP CT BL AL,/AL,X 10
15 MG COM ORODISP CT BL AL/AL X 30,15 MG,COM ORODISP CT BL AL,/AL,X 30
30 MG COM ORODISP CT BL AL/AL X 30,30 MG,COM ORODISP CT BL AL,/AL,X 30
45 MG COM ORODISP CT BL AL/AL X 30,45 MG,COM ORODISP CT BL AL,/AL,X 30
500 MG COM CT BL AL/AL X 10 ,500 MG,COM CT BL AL,/AL,X 10
300 MG CAP DURA CT BL AL AL X 30,300 MG,CAP DURA CT BL AL AL X 30,,
20 MG CAP GEL DURA CT BL AL PLAS TRANS X 30,20 MG,CAP GEL DURA CT BL AL PLAS TRANS X 30,,
50 MG COM REV CT BL AL PLAS PVC/PE/PVDC OPC X 30,50 MG,COM REV CT BL AL PLAS PVC,/PE/PVDC OPC,X 30
500 MG PO SOL INJ CT 01 FA VD TRANS  X 15 ML,500 MG,PO SOL INJ CT 01 FA VD TRANS  X 15 ML,,
500 MG PO SOL INJ CT 10 FA VD TRANS X 15 ML,500 MG,PO SOL INJ CT 10 FA VD TRANS X 15 ML,,
500 MG PO SOL INJ CT 01 FA VD TRANS X 15 ML + AMP PLAS TRANS X 10 ML,500 MG,PO SOL INJ CT 01 FA VD TRANS X 15 ML,+ AMP PLAS TRANS  ML,X 10
500 MG PO SOL INJ CT 01 FA VD TRANS X 15 ML + 01 BOLS PLAS TRANS SIST FECH X 100 ML,500 MG,PO SOL INJ CT 01 FA VD TRANS X 15 ML,+ 01 BOLS PLAS TRANS SIST FECH  ML,X 100
500 MG PO SOL INJ CT 10 FA VD TRANS X 15 ML + 10 BOLS PLAS TRANS SIST FECH X 100 ML,500 MG,PO SOL INJ CT 10 FA VD TRANS X 15 ML,+ 10 BOLS PLAS TRANS SIST FECH  ML,X 100
1 G PO SOL INJ CT 01 FA VD TRANS X 20 ML,1 G,PO SOL INJ CT 01 FA VD TRANS X 20 ML,,
1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML,1 G,PO SOL INJ CT 10 FA VD TRANS X 20 ML,,
1 G PO SOL INJ CT 01 FA VD TRANS X 20 ML + 01 BOLS PLAS TRANS SIST FECH X 100 ML,1 G,PO SOL INJ CT 01 FA VD TRANS X 20 ML,+ 01 BOLS PLAS TRANS SIST FECH  ML,X 100
1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML + 10 BOLS PLAS TRANS SIST FECH X 100 ML,1 G,PO SOL INJ CT 10 FA VD TRANS X 20 ML,+ 10 BOLS PLAS TRANS SIST FECH  ML,X 100
75 MG COM REV CT BL AL AL X 28,75 MG,COM REV CT BL AL AL X 28,,
75 MG COM REV CT BL AL AL X 30,75 MG,COM REV CT BL AL AL X 30,,
5 MG COM CT BL PVC/OPA/AL/PVC X 28,5 MG,COM CT BL PVC,/OPA/AL/PVC,X 28
10 MG COM CT BL PVC/OPA/AL/PVC X 28,10 MG,COM CT BL PVC,/OPA/AL/PVC,X 28
10MG COM REV CT BL AL AL X 10,10MG,COM REV CT BL AL AL X 10,,
10MG COM REV CT BL AL AL X 30,10MG,COM REV CT BL AL AL X 30,,
10MG COM REV CT BL AL AL X 60,10MG,COM REV CT BL AL AL X 60,,
10MG COM REV CT BL AL AL X 100,10MG,COM REV CT BL AL AL X 100,,
10MG COM REV CT FR PLAS OPC X 30,10MG,COM REV CT FR PLAS OPC X 30,,
10MG COM REV CT FR PLAS OPC X 100,10MG,COM REV CT FR PLAS OPC X 100,,
20MG COM REV CT BL AL AL X 10,20MG,COM REV CT BL AL AL X 10,,
20MG COM REV CT BL AL AL X 30,20MG,COM REV CT BL AL AL X 30,,
20MG COM REV CT BL AL AL X 60,20MG,COM REV CT BL AL AL X 60,,
20MG COM REV CT BL AL AL X 100,20MG,COM REV CT BL AL AL X 100,,
20MG COM REV CT FR PLAS OPC X 30,20MG,COM REV CT FR PLAS OPC X 30,,
20MG COM REV CT FR PLAS OPC X 100,20MG,COM REV CT FR PLAS OPC X 100,,
16 MG COM CT BL AL AL X 10,16 MG,COM CT BL AL AL X 10,,
16 MG COM CT BL AL AL X 20,16 MG,COM CT BL AL AL X 20,,
16 MG COM CT BL AL AL X 30,16 MG,COM CT BL AL AL X 30,,
16 MG COM CT BL AL AL X 60,16 MG,COM CT BL AL AL X 60,,
16 MG COM CT BL AL AL X 90,16 MG,COM CT BL AL AL X 90,,
16 MG COM CT BL AL AL X 120,16 MG,COM CT BL AL AL X 120,,
16 MG COM CT BL AL AL X 150,16 MG,COM CT BL AL AL X 150,,
24 MG COM CT BL AL AL X 10,24 MG,COM CT BL AL AL X 10,,
24 MG COM CT BL AL AL X 20,24 MG,COM CT BL AL AL X 20,,
24 MG COM CT BL AL AL X 30,24 MG,COM CT BL AL AL X 30,,
24 MG COM CT BL AL AL X 60,24 MG,COM CT BL AL AL X 60,,
24 MG COM CT BL AL AL X 90,24 MG,COM CT BL AL AL X 90,,
24 MG COM CT BL AL AL X 120,24 MG,COM CT BL AL AL X 120,,
24 MG COM CT BL AL AL X 150,24 MG,COM CT BL AL AL X 150,,
100 MCG/ML SOL INJ IV CT 5 FA VD TRANS X 2 ML,100 MCG,,/ML SOL INJ IV CT 5 FA VD TRANS  ML,X 2
